Date,Campaign,Impressions,Clicks,Cost,Revenue,Device_Mobile,Device_Tablet,Device_Unknown,Region_Europe,Region_North America,Region_South America,Age_Group_25-34,Age_Group_35-44,Age_Group_45-54,Age_Group_55+,Interest_Fitness,Interest_Tech,Interest_Travel,Platform,CTR,CPC,ROAS,Week,Month
2023-01-06,Facebook_Campaign_3,3911,1784.0,256.93,1051.86,False,False,False,False,True,False,0,0,0,1,0,0,1,Facebook,0.4561493224239325,0.14401905829596412,4.093955552095901,1,1
2023-01-06,Facebook_Campaign_4,9155,8170.0,202.13,1390.81,False,False,False,False,False,False,0,0,0,1,0,0,1,Facebook,0.892408519934462,0.024740514075887392,6.880769801612823,1,1
2023-01-06,Facebook_Campaign_5,9815,9258.0,564.97,428.2,False,True,False,False,False,True,0,0,0,0,1,0,0,Facebook,0.9432501273560876,0.0610250594080795,0.7579163495406835,1,1
2023-01-07,Facebook_Campaign_1,8158,2106.0,350.98,1065.52,True,False,False,False,False,True,1,0,0,0,0,0,0,Facebook,0.258151507722481,0.16665716999050334,3.0358424981480425,1,1
2023-01-07,Facebook_Campaign_2,2648,2185.5,908.7,929.32,False,True,False,False,True,False,0,0,0,0,0,0,1,Facebook,0.8253398791540786,0.4157858613589568,1.022691757455706,1,1
2023-01-07,Facebook_Campaign_3,3961,1969.0,374.83,754.14,True,False,False,False,True,False,1,0,0,0,0,0,0,Facebook,0.497096692754355,0.19036566785170136,2.0119520849451753,1,1
2023-01-07,Facebook_Campaign_4,6699,4543.0,392.86,1132.41,False,False,False,False,False,True,0,0,0,1,1,0,0,Facebook,0.6781609195402298,0.08647589698437157,2.882477218347503,1,1
2023-01-07,Facebook_Campaign_5,5555,1004.0,430.94,434.54,True,False,False,False,False,True,0,0,1,0,0,1,0,Facebook,0.18073807380738074,0.4292231075697211,1.0083538311597904,1,1
2023-01-08,Facebook_Campaign_1,6895,3404.0,490.95,557.61,False,True,False,False,True,False,0,1,0,0,0,1,0,Facebook,0.49369108049311095,0.1442273795534665,1.135777574091048,1,1
2023-01-08,Facebook_Campaign_2,8996,7733.0,121.88,985.93,False,True,False,False,False,True,0,1,0,0,0,1,0,Facebook,0.8596042685638061,0.015761024182076814,8.089350180505415,1,1
2023-01-08,Facebook_Campaign_3,4444,2615.0,433.14,72.41,True,False,False,False,False,True,0,0,0,0,0,0,1,Facebook,0.5884338433843385,0.16563671128107074,0.16717458558433762,1,1
2023-01-08,Facebook_Campaign_4,4170,749.0,867.71,476.95,False,True,False,True,False,False,0,0,0,1,0,0,1,Facebook,0.17961630695443645,1.1584913217623498,0.5496652107270862,1,1
2023-01-08,Facebook_Campaign_5,9319,1866.0,455.22,1274.11,True,False,False,False,False,False,0,0,1,0,0,1,0,Facebook,0.20023607683227815,0.2439549839228296,2.798888449540881,1,1
2023-01-09,Facebook_Campaign_1,5014,2951.0,422.78,418.54,False,False,False,False,False,True,0,0,0,1,0,0,1,Facebook,0.5885520542481053,0.14326668925787867,0.9899711433842662,2,1
2023-01-09,Facebook_Campaign_2,8560,7393.0,597.54,479.94,False,True,False,False,True,False,1,0,0,0,0,1,0,Facebook,0.8636682242990654,0.08082510482889219,0.8031930916758712,2,1
2023-01-09,Facebook_Campaign_3,7971,5675.0,104.67,960.45,False,False,False,False,False,True,1,0,0,0,1,0,0,Facebook,0.7119558399197089,0.018444052863436124,9.17598165663514,2,1
2023-01-09,Facebook_Campaign_4,7002,6664.0,124.86,889.35,False,True,False,False,False,False,0,0,0,1,0,0,0,Facebook,0.951728077692088,0.018736494597839135,7.12277751081211,2,1
2023-01-09,Facebook_Campaign_5,4769,624.0,983.66,1266.45,False,True,False,True,False,False,0,0,0,1,0,1,0,Facebook,0.13084504088907528,1.5763782051282051,1.287487546509973,2,1
2023-01-10,Facebook_Campaign_1,4854,2541.0,393.99,1250.41,True,False,False,False,True,False,0,0,0,1,0,1,0,Facebook,0.5234857849196539,0.15505312868949234,3.1737099926394072,2,1
2023-01-10,Facebook_Campaign_2,5869,926.0,274.94,646.46,False,True,False,False,True,False,0,0,0,0,0,0,0,Facebook,0.15777815641506218,0.2969114470842333,2.351276642176475,2,1
2023-01-10,Facebook_Campaign_3,5465,685.0,743.14,109.55,True,False,False,False,True,False,0,0,0,1,1,0,0,Facebook,0.1253430924062214,1.084875912408759,0.1474150227413408,2,1
2023-01-10,Facebook_Campaign_4,9932,8358.0,172.79,671.06,True,False,False,False,True,False,1,0,0,0,0,1,0,Facebook,0.8415223519935562,0.02067360612586743,3.88367382371665,2,1
2023-01-10,Facebook_Campaign_5,8805,5287.0,743.14,1007.29,False,False,False,True,False,False,0,0,0,0,0,0,0,Facebook,0.6004542873367404,0.1405598638169094,1.3554511935839815,2,1
2023-01-11,Facebook_Campaign_1,1580,839.0,757.04,119.19,True,False,False,False,False,False,0,1,0,0,0,1,0,Facebook,0.5310126582278482,0.9023122765196663,0.15744214308358873,2,1
2023-01-11,Facebook_Campaign_2,6188,3168.0,136.66,1290.42,False,True,False,False,True,False,0,0,0,1,0,0,1,Facebook,0.5119586296056884,0.04313762626262626,9.442558173569443,2,1
2023-01-11,Facebook_Campaign_3,3479,2438.0,526.12,301.14,False,False,False,False,False,False,0,0,1,0,0,0,0,Facebook,0.7007760850819201,0.21579983593109106,0.5723789249600851,2,1
2023-01-11,Facebook_Campaign_4,3849,3301.0,437.15,957.5,False,False,False,False,False,True,0,0,1,0,0,0,1,Facebook,0.8576253572356456,0.13242956679794002,2.190323687521446,2,1
2023-01-11,Facebook_Campaign_5,5611,2185.5,163.51,981.51,False,False,False,False,True,False,0,1,0,0,0,0,1,Facebook,0.38950276243093923,0.07481583161747883,6.002752125252279,2,1
2023-01-12,Facebook_Campaign_1,2687,1981.0,449.35,982.77,True,False,False,True,False,False,0,0,0,0,0,0,1,Facebook,0.7372534425009304,0.22682988389702172,2.1870924668966283,2,1
2023-01-12,Facebook_Campaign_2,9002,5586.0,686.34,349.69,True,False,False,False,True,False,1,0,0,0,0,1,0,Facebook,0.6205287713841369,0.12286788399570354,0.509499664889122,2,1
2023-01-12,Facebook_Campaign_3,9945,2132.0,402.9,1000.8,False,True,False,False,False,False,0,1,0,0,1,0,0,Facebook,0.21437908496732025,0.18897748592870542,2.4839910647803425,2,1
2023-01-12,Facebook_Campaign_4,9306,8858.0,546.43,1054.69,False,False,False,True,False,False,0,0,0,1,1,0,0,Facebook,0.9518590156888029,0.06168773989613908,1.9301465878520583,2,1
2023-01-12,Facebook_Campaign_5,1728,1350.0,970.82,844.56,True,False,False,False,False,False,1,0,0,0,0,1,0,Facebook,0.78125,0.719125925925926,0.8699449949527203,2,1
2023-01-13,Facebook_Campaign_1,2122,1621.0,434.82,1175.8,True,False,False,False,False,True,1,0,0,0,0,1,0,Facebook,0.7639019792648445,0.26824182603331276,2.7041074467595787,2,1
2023-01-13,Facebook_Campaign_2,4440,3816.0,775.78,1144.09,False,False,False,False,False,False,0,0,0,0,0,0,1,Facebook,0.8594594594594595,0.20329664570230607,1.4747608858181442,2,1
2023-01-13,Facebook_Campaign_3,1728,1415.0,367.87,194.98,False,False,False,False,False,True,0,0,1,0,0,1,0,Facebook,0.8188657407407407,0.25997879858657247,0.5300241933291652,2,1
2023-01-13,Facebook_Campaign_4,5360,2552.0,961.12,1031.32,False,True,False,False,False,False,0,0,1,0,0,0,0,Facebook,0.4761194029850746,0.3766144200626959,1.0730397869152655,2,1
2023-01-13,Facebook_Campaign_5,8266,4541.0,395.8,1025.15,False,False,False,True,False,False,0,0,0,1,0,0,0,Facebook,0.5493588192596177,0.08716141818982603,2.590070742799394,2,1
2023-01-14,Facebook_Campaign_1,3156,1115.0,976.82,1494.1,False,False,False,False,True,False,1,0,0,0,1,0,0,Facebook,0.35329531051964513,0.8760717488789238,1.5295550869146821,2,1
2023-01-14,Facebook_Campaign_2,9010,6851.0,971.79,1047.64,False,False,False,False,False,False,0,0,0,0,0,0,0,Facebook,0.7603773584905661,0.1418464457743395,1.0780518424762553,2,1
2023-01-14,Facebook_Campaign_3,6293,5822.0,300.32,625.14,True,False,False,False,True,False,0,0,0,0,0,0,0,Facebook,0.9251549340537105,0.0515836482308485,2.0815796483750666,2,1
2023-01-14,Facebook_Campaign_4,6541,2436.0,623.17,1301.55,False,False,False,False,True,False,0,1,0,0,0,0,1,Facebook,0.3724201192478214,0.25581691297208536,2.0885954073527286,2,1
2023-01-14,Facebook_Campaign_5,2324,1205.0,415.2,1076.86,False,True,False,True,False,False,0,0,0,0,0,0,0,Facebook,0.5185025817555938,0.3445643153526971,2.5935934489402697,2,1
2023-01-15,Facebook_Campaign_1,9905,6027.0,397.23,679.96,False,True,False,False,False,False,1,0,0,0,0,0,1,Facebook,0.6084805653710247,0.06590841214534594,1.711753895727916,2,1
2023-01-15,Facebook_Campaign_2,7619,505.0,205.77,991.35,True,False,False,True,False,False,0,0,1,0,1,0,0,Facebook,0.06628166426040162,0.4074653465346535,4.817757690625456,2,1
2023-01-15,Facebook_Campaign_3,2214,1581.0,357.14,1309.47,False,False,True,False,True,False,0,0,0,1,0,1,0,Facebook,0.7140921409214093,0.22589500316255534,3.6665453323626593,2,1
2023-01-15,Facebook_Campaign_4,7316,1902.0,390.42,112.93,False,True,False,False,True,False,0,1,0,0,0,0,1,Facebook,0.25997813012575177,0.20526813880126185,0.28925259976435636,2,1
2023-01-15,Facebook_Campaign_5,7190,1306.0,295.13,477.02,True,False,False,False,False,False,0,1,0,0,0,0,0,Facebook,0.1816411682892907,0.2259800918836141,1.6163046792938704,2,1
2023-01-16,Facebook_Campaign_1,9662,8170.0,923.73,1440.12,False,True,False,True,False,False,0,1,0,0,1,0,0,Facebook,0.8455806251293728,0.11306364749082008,1.5590269884057029,3,1
2023-01-16,Facebook_Campaign_2,5468,5177.0,252.71,987.93,False,False,False,True,False,False,1,0,0,0,1,0,0,Facebook,0.946781272860278,0.04881398493335909,3.90934272486249,3,1
2023-01-16,Facebook_Campaign_3,5964,2185.5,333.95,707.2,True,False,False,False,True,False,1,0,0,0,1,0,0,Facebook,0.36644869215291753,0.15280256234271333,2.11768228776763,3,1
2023-01-16,Facebook_Campaign_4,3779,2849.0,246.36,1370.84,False,True,False,False,True,False,0,0,1,0,0,0,0,Facebook,0.7539031489812119,0.08647244647244648,5.564377333982788,3,1
2023-01-16,Facebook_Campaign_5,2838,1994.0,476.42,1402.46,False,True,False,False,True,False,1,0,0,0,1,0,0,Facebook,0.7026074700493306,0.23892678034102308,2.9437471138911047,3,1
2023-01-17,Facebook_Campaign_1,3193,273.0,986.76,596.27,False,False,False,False,False,False,0,0,0,0,0,0,1,Facebook,0.08549953022236141,3.6145054945054946,0.604270541975759,3,1
2023-01-17,Facebook_Campaign_2,5784,5630.0,157.16,787.4449999999999,False,False,False,False,False,False,0,0,1,0,0,1,0,Facebook,0.9733748271092669,0.02791474245115453,5.010467039959277,3,1
2023-01-17,Facebook_Campaign_3,3000,2806.0,999.75,1495.12,True,False,False,False,True,False,1,0,0,0,1,0,0,Facebook,0.9353333333333333,0.35629009265858874,1.495493873468367,3,1
2023-01-17,Facebook_Campaign_4,5178,2098.0,958.65,928.95,False,False,False,True,False,False,0,1,0,0,1,0,0,Facebook,0.4051757435303206,0.4569351763584366,0.9690189328743546,3,1
2023-01-17,Facebook_Campaign_5,4419,1624.0,704.42,804.45,True,False,False,False,False,False,0,0,0,0,0,0,0,Facebook,0.3675039601719846,0.43375615763546793,1.1420033502739844,3,1
2023-01-18,Facebook_Campaign_1,2077,285.0,604.84,1321.15,False,True,False,False,False,True,0,0,0,1,1,0,0,Facebook,0.137217140105922,2.122245614035088,2.18429667350043,3,1
2023-01-18,Facebook_Campaign_2,2252,627.0,824.54,1359.57,True,False,False,False,False,True,0,1,0,0,0,0,0,Facebook,0.2784191829484902,1.3150558213716108,1.6488830135590753,3,1
2023-01-18,Facebook_Campaign_3,9017,6991.0,599.33,181.95,False,True,False,False,False,False,0,0,1,0,0,0,1,Facebook,0.7753132971054675,0.08572879416392505,0.3035890077252932,3,1
2023-01-18,Facebook_Campaign_4,6115,4687.0,659.88,1300.43,False,False,False,False,False,True,0,0,0,0,0,0,0,Facebook,0.7664758789860997,0.1407894175378707,1.9707067951748805,3,1
2023-01-18,Facebook_Campaign_5,6449,2882.0,332.42,715.75,False,False,False,False,True,False,0,0,0,0,1,0,0,Facebook,0.4468909908512948,0.11534351145038169,2.153149629986162,3,1
2023-01-19,Facebook_Campaign_1,4818,4188.0,316.13,160.0,False,True,False,False,True,False,0,0,1,0,0,0,1,Facebook,0.8692403486924035,0.07548471824259789,0.5061208996298991,3,1
2023-01-19,Facebook_Campaign_2,7031,949.0,263.69,551.22,False,False,False,False,True,False,0,1,0,0,0,0,1,Facebook,0.13497368795334946,0.2778609062170706,2.0904091926125377,3,1
2023-01-19,Facebook_Campaign_3,7777,3172.0,136.78,294.96,False,True,False,False,True,False,0,0,1,0,0,0,1,Facebook,0.40786935836440785,0.04312105926860025,2.1564556221669835,3,1
2023-01-19,Facebook_Campaign_4,7376,573.0,285.7,578.19,True,False,False,False,True,False,0,0,1,0,1,0,0,Facebook,0.07768438177874186,0.49860383944153575,2.023766188309416,3,1
2023-01-19,Facebook_Campaign_5,7190,5290.0,719.01,791.9,False,False,True,True,False,False,0,0,0,1,0,1,0,Facebook,0.7357440890125174,0.1359187145557656,1.101375502426948,3,1
2023-01-20,Facebook_Campaign_1,2276,1765.0,288.41,587.18,False,False,False,False,False,True,1,0,0,0,1,0,0,Facebook,0.7754833040421792,0.16340509915014165,2.035921084567109,3,1
2023-01-20,Facebook_Campaign_2,1364,715.0,133.01,416.03,False,False,False,True,False,False,0,0,1,0,1,0,0,Facebook,0.5241935483870968,0.18602797202797203,3.127809939102323,3,1
2023-01-20,Facebook_Campaign_3,6870,1581.0,196.45,698.75,False,False,False,False,False,True,0,1,0,0,0,0,1,Facebook,0.23013100436681222,0.12425679949399114,3.5568847034868925,3,1
2023-01-20,Facebook_Campaign_4,9905,1112.0,389.87,356.6,False,False,False,False,False,False,0,0,0,1,0,1,0,Facebook,0.11226653205451792,0.35060251798561154,0.9146638623130787,3,1
2023-01-20,Facebook_Campaign_5,7168,1653.0,419.59,990.79,False,False,False,False,False,False,0,0,0,1,0,1,0,Facebook,0.23060825892857142,0.2538354506957048,2.3613289163230773,3,1
2023-01-21,Facebook_Campaign_1,8943,6941.0,214.82,461.48,False,True,False,True,False,False,0,0,0,1,0,0,1,Facebook,0.7761377613776138,0.030949430917735197,2.148217112000745,3,1
2023-01-21,Facebook_Campaign_2,1876,1814.0,940.32,60.92,False,False,False,False,True,False,1,0,0,0,1,0,0,Facebook,0.9669509594882729,0.5183682469680265,0.06478645567466394,3,1
2023-01-21,Facebook_Campaign_3,7986,3567.0,356.59,301.39,False,False,False,False,False,True,0,1,0,0,0,0,1,Facebook,0.44665664913598796,0.09996916176058311,0.8452003701730278,3,1
2023-01-21,Facebook_Campaign_4,2063,278.0,984.14,212.46,False,True,False,True,False,False,0,0,0,0,0,1,0,Facebook,0.13475521085797382,3.540071942446043,0.21588391895462028,3,1
2023-01-21,Facebook_Campaign_5,9837,167.0,332.11,297.79,True,False,False,False,False,False,0,0,1,0,1,0,0,Facebook,0.01697672054488157,1.988682634730539,0.8966607449339075,3,1
2023-01-22,Facebook_Campaign_1,7316,5814.0,268.34,519.33,False,True,False,False,False,False,0,0,0,1,1,0,0,Facebook,0.7946965554948059,0.04615411076711386,1.935343221286428,3,1
2023-01-22,Facebook_Campaign_2,3048,2187.0,791.0,176.57,False,False,False,False,True,False,0,0,0,0,0,0,1,Facebook,0.71751968503937,0.3616826703246456,0.2232237673830594,3,1
2023-01-22,Facebook_Campaign_3,4744,951.0,402.94,244.9,False,True,False,False,False,True,0,0,0,1,0,0,0,Facebook,0.2004637436762226,0.4237013669821241,0.607782796446121,3,1
2023-01-22,Facebook_Campaign_4,2619,370.0,224.94,53.93,True,False,False,False,False,True,0,0,1,0,1,0,0,Facebook,0.14127529591447116,0.607945945945946,0.23975282297501557,3,1
2023-01-22,Facebook_Campaign_5,4490,3727.0,196.03,1283.55,False,False,False,False,False,False,0,1,0,0,0,1,0,Facebook,0.8300668151447661,0.05259726321438154,6.547722287404989,3,1
2023-01-23,Facebook_Campaign_1,4530,2685.0,441.31,1393.35,True,False,False,True,False,False,0,0,1,0,0,1,0,Facebook,0.5927152317880795,0.16436126629422718,3.157304389204867,4,1
2023-01-23,Facebook_Campaign_2,7413,5997.0,247.29,288.19,False,True,False,False,False,False,0,0,0,1,1,0,0,Facebook,0.8089842169162282,0.04123561780890445,1.165392858587084,4,1
2023-01-23,Facebook_Campaign_3,5227,650.0,889.48,619.05,False,True,False,True,False,False,0,0,1,0,0,1,0,Facebook,0.12435431413812895,1.3684307692307693,0.6959684309933893,4,1
2023-01-23,Facebook_Campaign_4,8804,6615.0,585.8,686.18,False,True,False,False,False,True,0,1,0,0,0,0,1,Facebook,0.7513630168105406,0.08855631141345427,1.1713554114032092,4,1
2023-01-23,Facebook_Campaign_5,5033,2047.0,159.96,382.09,True,False,False,True,False,False,0,0,0,1,1,0,0,Facebook,0.40671567653486984,0.07814362481680509,2.388659664916229,4,1
2023-01-24,Facebook_Campaign_1,2202,1521.0,250.06,1324.01,True,False,False,False,False,True,0,1,0,0,1,0,0,Facebook,0.6907356948228883,0.16440499671268902,5.294769255378709,4,1
2023-01-24,Facebook_Campaign_2,3204,2647.0,777.16,1075.12,False,True,False,False,False,True,0,0,1,0,1,0,0,Facebook,0.8261548064918851,0.2936003022289384,1.3833959545010035,4,1
2023-01-24,Facebook_Campaign_3,5612,1915.0,407.87,1240.82,False,False,False,False,True,False,1,0,0,0,0,0,1,Facebook,0.34123307198859587,0.21298694516971278,3.042194816975997,4,1
2023-01-24,Facebook_Campaign_4,8863,3278.0,585.87,755.22,False,False,True,False,True,False,1,0,0,0,0,0,0,Facebook,0.3698521945165294,0.17872788285539964,1.289057299400891,4,1
2023-01-24,Facebook_Campaign_5,3674,2852.0,608.96,1088.46,False,True,False,False,False,False,0,0,0,0,0,0,0,Facebook,0.7762656505171476,0.21352033660589062,1.7874080399369416,4,1
2023-01-25,Facebook_Campaign_1,7166,864.0,359.14,941.68,False,True,False,False,False,True,0,0,1,0,0,1,0,Facebook,0.12056935528886407,0.4156712962962963,2.6220415436876983,4,1
2023-01-25,Facebook_Campaign_2,8790,877.0,633.67,198.21,False,True,False,False,False,False,0,0,0,0,0,0,0,Facebook,0.09977246871444824,0.7225427594070695,0.3127968816576452,4,1
2023-01-25,Facebook_Campaign_3,1126,1058.0,618.66,929.74,False,True,False,False,False,True,0,1,0,0,0,1,0,Facebook,0.9396092362344582,0.5847448015122874,1.5028286942747229,4,1
2023-01-25,Facebook_Campaign_4,4797,1842.0,201.91,1478.02,False,False,False,False,False,False,0,0,0,1,1,0,0,Facebook,0.38398999374609133,0.10961454940282302,7.3201921648259125,4,1
2023-01-25,Facebook_Campaign_5,2854,616.0,304.66,931.45,True,False,False,False,True,False,0,1,0,0,1,0,0,Facebook,0.2158374211632796,0.4945779220779221,3.0573426114356987,4,1
2023-01-26,Facebook_Campaign_1,7456,4262.0,643.35,215.69,False,True,False,False,False,True,0,0,1,0,1,0,0,Facebook,0.5716201716738197,0.15095025809479118,0.33526074454029686,4,1
2023-01-26,Facebook_Campaign_2,9070,8716.0,763.75,705.72,False,True,False,True,False,False,0,0,1,0,1,0,0,Facebook,0.9609702315325248,0.08762620468104636,0.9240196399345336,4,1
2023-01-26,Facebook_Campaign_3,2990,1253.0,477.03,1376.53,False,False,False,False,False,False,0,0,1,0,1,0,0,Facebook,0.41906354515050165,0.38071029529130085,2.8856256419931663,4,1
2023-01-26,Facebook_Campaign_4,6588,3170.0,260.23,1443.55,False,False,False,False,False,True,0,0,1,0,0,0,1,Facebook,0.4811778992106861,0.08209148264984227,5.547208238865618,4,1
2023-01-26,Facebook_Campaign_5,7704,4472.0,635.85,147.26,False,True,False,True,False,False,0,0,1,0,0,1,0,Facebook,0.5804776739356179,0.14218470483005366,0.2315955020838248,4,1
2023-01-27,Facebook_Campaign_1,3079,2767.0,271.62,103.0,False,False,False,True,False,False,0,0,0,1,0,1,0,Facebook,0.8986683988307892,0.09816407661727503,0.37920624401737724,4,1
2023-01-27,Facebook_Campaign_2,6490,3107.0,571.95,689.11,False,True,False,False,True,False,0,1,0,0,0,0,1,Facebook,0.47873651771956854,0.1840843257161249,1.2048430806888712,4,1
2023-01-27,Facebook_Campaign_3,7016,3385.0,875.61,1421.87,False,False,False,True,False,False,0,0,0,0,0,1,0,Facebook,0.48246864310148235,0.2586735598227474,1.6238622217653977,4,1
2023-01-27,Facebook_Campaign_4,4451,4114.0,122.85,276.42,False,True,False,False,False,True,0,0,0,0,0,0,1,Facebook,0.9242866771512019,0.02986144871171609,2.2500610500610505,4,1
2023-01-27,Facebook_Campaign_5,6954,6153.0,276.5,782.99,True,False,False,False,False,False,0,0,0,1,0,0,0,Facebook,0.8848144952545298,0.044937428896473265,2.831790235081374,4,1
2023-01-28,Facebook_Campaign_1,8218,7826.0,601.05,1095.18,False,False,False,False,False,False,0,0,1,0,0,0,1,Facebook,0.9522998296422487,0.07680168668540761,1.8221113052158724,4,1
2023-01-28,Facebook_Campaign_2,3538,501.0,949.97,254.57,False,True,False,False,False,True,0,0,0,1,0,0,1,Facebook,0.14160542679479932,1.8961477045908184,0.26797688348053095,4,1
2023-01-28,Facebook_Campaign_3,5425,824.0,762.31,1279.79,False,False,False,False,False,True,0,0,0,1,0,0,0,Facebook,0.15188940092165898,0.925133495145631,1.6788314465243799,4,1
2023-01-28,Facebook_Campaign_4,5177,563.0,919.56,955.9,False,True,False,False,False,False,0,0,0,1,0,1,0,Facebook,0.10875024145257871,1.6333214920071046,1.0395189003436427,4,1
2023-01-28,Facebook_Campaign_5,5491,1605.0,661.73,643.65,True,False,False,False,True,False,0,1,0,0,0,1,0,Facebook,0.2922964851575305,0.41229283489096574,0.9726776782071237,4,1
2023-01-29,Facebook_Campaign_1,6619,3627.0,787.25,253.16,True,False,False,True,False,False,1,0,0,0,0,0,1,Facebook,0.5479679709925971,0.2170526606010477,0.32157510320736743,4,1
